,
main
name:ISBA_CAN_U01,type:H2D,typeOfFirstFixedSurface:255,level:1,discipline:0,parameterCategory:2,parameterNumber:1
name:ISBA_CAN_U02,type:H2D,typeOfFirstFixedSurface:255,level:2,discipline:0,parameterCategory:2,parameterNumber:1
name:ISBA_CAN_U03,type:H2D,typeOfFirstFixedSurface:255,level:3,discipline:0,parameterCategory:2,parameterNumber:1
name:ISBA_CAN_U04,type:H2D,typeOfFirstFixedSurface:255,level:4,discipline:0,parameterCategory:2,parameterNumber:1
name:ISBA_CAN_U05,type:H2D,typeOfFirstFixedSurface:255,level:5,discipline:0,parameterCategory:2,parameterNumber:1
name:ISBA_CAN_U06,type:H2D,typeOfFirstFixedSurface:255,level:6,discipline:0,parameterCategory:2,parameterNumber:1
name:ISBA_CAN_T01,type:H2D,typeOfFirstFixedSurface:255,level:1,discipline:0,parameterCategory:0,parameterNumber:0
name:ISBA_CAN_T02,type:H2D,typeOfFirstFixedSurface:255,level:2,discipline:0,parameterCategory:0,parameterNumber:0
name:ISBA_CAN_T03,type:H2D,typeOfFirstFixedSurface:255,level:3,discipline:0,parameterCategory:0,parameterNumber:0
name:ISBA_CAN_T04,type:H2D,typeOfFirstFixedSurface:255,level:4,discipline:0,parameterCategory:0,parameterNumber:0
name:ISBA_CAN_T05,type:H2D,typeOfFirstFixedSurface:255,level:5,discipline:0,parameterCategory:0,parameterNumber:0
name:ISBA_CAN_T06,type:H2D,typeOfFirstFixedSurface:255,level:6,discipline:0,parameterCategory:0,parameterNumber:0
name:ISBA_CAN_Q01,type:H2D,typeOfFirstFixedSurface:255,level:1,discipline:0,parameterCategory:1,parameterNumber:0
name:ISBA_CAN_Q02,type:H2D,typeOfFirstFixedSurface:255,level:2,discipline:0,parameterCategory:1,parameterNumber:0
name:ISBA_CAN_Q03,type:H2D,typeOfFirstFixedSurface:255,level:3,discipline:0,parameterCategory:1,parameterNumber:0
name:ISBA_CAN_Q04,type:H2D,typeOfFirstFixedSurface:255,level:4,discipline:0,parameterCategory:1,parameterNumber:0
